"Name","Link","Tags","Story Points","Status","Assignees","Wallet Address","Reward","Due Date","Activities"
"booth a palooza","https://app.dework.xyz/m3/m3tv-assets?taskId=f6daae18-4993-4290-8eba-ad200d5959ae","","","DONE","7oroy.eth","0xe752A9EC1DCE643407DfE51be6c273b59aeB4D46","150 USDC","","jin created on Aug 6, 2023 2:41 AM, Task completed on Aug 8, 2023 3:05 AM"
"VHS Box Art","https://app.dework.xyz/m3/m3tv-assets?taskId=fa028319-deb7-4ec7-b78e-3a61567dfa49","","","DONE","7oroy.eth,jin","0xe752A9EC1DCE643407DfE51be6c273b59aeB4D46,0x4f074f7F08C8eFC5d3d7c056D0dCB443AC17934F","300 USDC","","jin created on Apr 17, 2023 2:04 PM, Task completed on Aug 15, 2023 9:58 PM"
"Video edit: Webacreators Podcast","https://app.dework.xyz/m3/m3tv-assets?taskId=2b0aae2d-b0de-4a05-97e4-7ce9931199c5","","","DONE","ALTERED EVIL,jin","0x4d40b38FEb210Fc6340242E548758CF493B8f6BC,0x4f074f7F08C8eFC5d3d7c056D0dCB443AC17934F","150 USDC","","jin created on Apr 4, 2023 8:34 PM, Task completed on May 30, 2023 10:38 AM"
"Cowboy Bebop Bounty Board video","https://app.dework.xyz/m3/m3tv-assets?taskId=73edc355-b7af-486a-8be4-a6aeb3079eef","","","TODO","boomboxhead,koH","0x670A6EB62f5146d4B3B40C7b58AA31d175E3d6Fb,0x140D3f60AC840571a3e08e218B823094d4715564","300 USDC","September 21, 2023 12:09 AM","jin created on Mar 17, 2023 6:17 PM"
"Neon Street Creator Interviews Part 2","https://app.dework.xyz/m3/m3tv-assets?taskId=bcaf9578-6100-4b11-9ae2-3c5fe8bc0547","","","DONE","ALTERED EVIL","0x4d40b38FEb210Fc6340242E548758CF493B8f6BC","150 USDC","","jin created on Mar 17, 2023 6:13 PM, Task completed on Mar 17, 2023 6:14 PM"
"Neon Street  Interviews Part 1","https://app.dework.xyz/m3/m3tv-assets?taskId=ccb7a71b-3e50-465a-8abf-c0aa7d11a1e4","","","DONE","ALTERED EVIL","0x4d40b38FEb210Fc6340242E548758CF493B8f6BC","150 USDC","","jin created on Mar 17, 2023 3:42 PM, Task completed on Mar 17, 2023 6:18 PM"
"WebXR panel in Webaverse","https://app.dework.xyz/m3/m3tv-assets?taskId=0842228d-9fba-4399-89f9-a9bef4cdb78f","","","DONE","ALTERED EVIL","0x4d40b38FEb210Fc6340242E548758CF493B8f6BC","150 USDC","","jin created on Mar 6, 2023 3:37 PM, Task completed on Mar 13, 2023 12:43 AM"
"godfrey bonus","https://app.dework.xyz/m3/m3tv-assets?taskId=9ab7be51-f71f-4ffc-97bc-c2e906453754","","","DONE","boomboxhead","0x670A6EB62f5146d4B3B40C7b58AA31d175E3d6Fb","133.3 ROBOT","","jin created on Feb 27, 2023 1:44 PM, Task completed on Feb 27, 2023 1:49 PM"
"sith bonus","https://app.dework.xyz/m3/m3tv-assets?taskId=52126aa0-a969-45f2-8cfa-f5c12dad8b06","","","DONE","SM Sith Lord","0x09fE8CF0Cf9146911C9dc3442077598fB46aEa0a","75 ROBOT","","jin created on Feb 27, 2023 1:44 PM, Task completed on Feb 27, 2023 1:49 PM"
"altered bonus","https://app.dework.xyz/m3/m3tv-assets?taskId=2485e0e1-1ee0-4cb8-893b-3c6d41d1bd62","","","DONE","ALTERED EVIL","0x4d40b38FEb210Fc6340242E548758CF493B8f6BC","130 ROBOT","","jin created on Feb 27, 2023 1:44 PM, Task completed on Feb 27, 2023 1:49 PM"
"7oroy bonus","https://app.dework.xyz/m3/m3tv-assets?taskId=057f8465-e907-4df3-9a68-4ad3a5acb3e2","","","DONE","7oroy.eth","0xe752A9EC1DCE643407DfE51be6c273b59aeB4D46","195 ROBOT","","jin created on Feb 27, 2023 1:44 PM, Task completed on Feb 27, 2023 1:49 PM"
"arashi bonus","https://app.dework.xyz/m3/m3tv-assets?taskId=7738b4d8-3104-4919-91d6-cf7b3a7d4c81","","","DONE","Arashi2","0x7C2529De2bE136EC50D70bC6c677dFb0c377A83a","200 ROBOT","","jin created on Feb 27, 2023 1:44 PM, Task completed on Feb 27, 2023 1:49 PM"
"jin bonus","https://app.dework.xyz/m3/m3tv-assets?taskId=b6bbe696-b47c-4435-8dbb-3bc70a91fdfb","","","DONE","jin","0x4f074f7F08C8eFC5d3d7c056D0dCB443AC17934F","266.7 ROBOT","","jin created on Feb 27, 2023 1:44 PM, Task completed on Feb 27, 2023 1:49 PM"
"M3factory ROBOT distro: Dec -> Feb","https://app.dework.xyz/m3/m3tv-assets?taskId=b21c95cc-1591-4820-949c-831d8f4e824f","","","DONE","","","","","jin created on Feb 27, 2023 1:44 PM, Task completed on Feb 27, 2023 1:50 PM"
"M3TV: MetaFactory community call edit","https://app.dework.xyz/m3/m3tv-assets?taskId=e18105a9-8ef1-4da9-8deb-07b8dee96026","","","DONE","ALTERED EVIL","0x4d40b38FEb210Fc6340242E548758CF493B8f6BC","150 USDC","","jin created on Feb 24, 2023 6:09 PM, Task completed on Feb 24, 2023 9:52 PM"
"Vivaldi + RIP games video","https://app.dework.xyz/m3/m3tv-assets?taskId=858a98c6-5c3b-4ec6-bbdf-008e0648bc3b","","","BACKLOG","","","100 USDC","","jin created on Feb 8, 2023 8:48 PM"
"Boomboxheads-v2 Hype Video","https://app.dework.xyz/m3/m3tv-assets?taskId=2d4913cf-6cc9-4c90-9c0b-e6c9ccd80e72","","","DONE","boomboxhead","0x670A6EB62f5146d4B3B40C7b58AA31d175E3d6Fb","500 USDC","","jin created on Feb 2, 2023 3:50 PM, Task completed on Aug 18, 2023 6:54 PM"
"Bring Altered Evil studios into Hyperfy","https://app.dework.xyz/m3/m3tv-assets?taskId=6e1c573c-3c8b-45e7-bc2f-8b22cd2274d5","","","BACKLOG","ALTERED EVIL,jin","0x4d40b38FEb210Fc6340242E548758CF493B8f6BC,0x4f074f7F08C8eFC5d3d7c056D0dCB443AC17934F","","","jin created on Jan 31, 2023 7:20 PM"
"M3TV Behind the Scenes (Web)","https://app.dework.xyz/m3/m3tv-assets?taskId=7d8d7c08-cc5f-417c-aa92-6fecb6343c95","","","BACKLOG","ALTERED EVIL","0x4d40b38FEb210Fc6340242E548758CF493B8f6BC","200 USDC","","jin created on Jan 31, 2023 7:16 PM"
"Openvoxels promo video","https://app.dework.xyz/m3/m3tv-assets?taskId=a00df4b8-868c-446a-b999-ec050d192fbf","","","DONE","ALTERED EVIL","0x4d40b38FEb210Fc6340242E548758CF493B8f6BC","150 USDC","","jin created on Jan 31, 2023 7:09 PM, Task completed on Feb 6, 2023 1:25 PM"
"Openvoxels 2023 Promo","https://app.dework.xyz/m3/m3tv-assets?taskId=c9da34dd-9388-4cd1-95c2-8b583919d198","","","DONE","ALTERED EVIL","0x4d40b38FEb210Fc6340242E548758CF493B8f6BC","100 USDC","","jin created on Jan 31, 2023 7:09 PM, Task completed on Feb 8, 2023 8:41 PM"
"Metaverse Makers Mastermind Schedule","https://app.dework.xyz/m3/m3tv-assets?taskId=143dfe27-67f7-499b-9847-a1be8e75d219","","","IN_PROGRESS","","","","","jin created on Jan 25, 2023 2:53 PM"
"M3TV Show Invitation","https://app.dework.xyz/m3/m3tv-assets?taskId=ac5b6e39-be71-4a95-8684-a1c2417bd369","","","BACKLOG","","","100 USDC","","jin created on Jan 24, 2023 10:32 PM"
"Video: What is Hyperfy","https://app.dework.xyz/m3/m3tv-assets?taskId=ff94075d-f908-4c61-863b-6263e7f830a3","","8","DONE","ALTERED EVIL","0x4d40b38FEb210Fc6340242E548758CF493B8f6BC","$150 in USDC","","jin created on Jan 20, 2023 10:57 PM, Task completed on Jan 21, 2023 5:33 PM"
"Video: NeosVR BVH","https://app.dework.xyz/m3/m3tv-assets?taskId=28ea8f78-7081-4d84-8a6f-62565d5a7ec6","","","DONE","ALTERED EVIL,jin","0x4d40b38FEb210Fc6340242E548758CF493B8f6BC,0x4f074f7F08C8eFC5d3d7c056D0dCB443AC17934F","50 USDC","","jin created on Jan 19, 2023 5:15 PM, Task completed on Jan 19, 2023 5:17 PM"
"Create a storyboard for music video","https://app.dework.xyz/m3/m3tv-assets?taskId=fd5ae153-3cd5-456c-ac82-87f7725b57ae","github issue","","TODO","","","","","Github Integration created on Jan 16, 2023 3:56 PM"
"Moodboard for virtual production shoot","https://app.dework.xyz/m3/m3tv-assets?taskId=740189ee-2b23-4075-b5fb-239d134238f2","","","IN_PROGRESS","","","$100 in ETH, $100 in NCR","","jin created on Jan 16, 2023 3:56 PM"
"NeosVR: Metagen bot","https://app.dework.xyz/m3/m3tv-assets?taskId=f1b9d350-fac7-4c91-8a84-fd4b53bff07d","","","DONE","jin,guillefix,ALTERED EVIL","0x4f074f7F08C8eFC5d3d7c056D0dCB443AC17934F,0x4EB193bb2E55f90Dd55d077329c247bAc15F152B,0x4d40b38FEb210Fc6340242E548758CF493B8f6BC","300 USDC","","jin created on Jan 14, 2023 1:12 PM, Task completed on Jan 19, 2023 5:27 PM"
"Research: Mocap Interop","https://app.dework.xyz/m3/m3tv-assets?taskId=72cf5b9a-9554-4019-9337-0676d0071b47","","","TODO","","","0.3 ETH","","jin created on Jan 14, 2023 1:12 PM"
"M3TV Pilot episode","https://app.dework.xyz/m3/m3tv-assets?taskId=fa9576c3-06f7-4368-a0c8-a7b869ddfb64","","","DONE","ALTERED EVIL","0x4d40b38FEb210Fc6340242E548758CF493B8f6BC","","","jin created on Jan 12, 2023 4:43 PM, Task completed on Jan 12, 2023 4:44 PM"
"MF x Hyperfy robot models","https://app.dework.xyz/m3/m3tv-assets?taskId=74078719-2a1b-4816-9577-329c8d1bd053","","","DONE","7oroy.eth","0xe752A9EC1DCE643407DfE51be6c273b59aeB4D46","","","jin created on Jan 12, 2023 3:21 PM, Task completed on Jan 21, 2023 5:33 PM"
"Open metaverse framework storyboard","https://app.dework.xyz/m3/m3tv-assets?taskId=7c860d2b-bcd4-4279-ae02-ed06b7ab98fc","","","IN_PROGRESS","jin","0x4f074f7F08C8eFC5d3d7c056D0dCB443AC17934F","","","jin created on Jan 12, 2023 2:43 PM"
"MetaFactory hyperfy bot twitter promo","https://app.dework.xyz/m3/m3tv-assets?taskId=fda1423c-496b-4e31-bce7-281e0ee0bb2a","","1","DONE","ALTERED EVIL","0x4d40b38FEb210Fc6340242E548758CF493B8f6BC","","","jin created on Jan 12, 2023 2:28 PM, Task completed on Jan 12, 2023 3:21 PM"
"Boom-tools commercial","https://app.dework.xyz/m3/m3tv-assets?taskId=24fdf0de-27b1-4ef4-bedc-803deb75126a","","","COMMUNITY_SUGGESTIONS","","","","","jin created on Jan 8, 2023 5:50 PM"
"Weekly Show","https://app.dework.xyz/m3/m3tv-assets?taskId=28e9cf35-3b59-414e-9b50-171354704558","","","TODO","","","","","jin created on Jan 6, 2023 10:22 PM"
"Interview: ToxSam / Cryptoavatars","https://app.dework.xyz/m3/m3tv-assets?taskId=3ced1729-0b02-4c13-b1af-3bc2310745d5","","","TODO","","","","","jin created on Jan 6, 2023 10:21 PM"
"Promo: Wordpress Metaverse plugin (3ov)","https://app.dework.xyz/m3/m3tv-assets?taskId=38c0e81f-a5cb-4de7-b991-ff0b95178cb9","","","TODO","","","","","jin created on Jan 6, 2023 10:20 PM"
"Interview: SM SithLord on 3D Desktops","https://app.dework.xyz/m3/m3tv-assets?taskId=94eb2b22-a74e-4c5f-95a5-6f01d7c4ba7d","","","TODO","","","","","jin created on Jan 6, 2023 10:19 PM"
"Behind the Scenes of VR Music Video","https://app.dework.xyz/m3/m3tv-assets?taskId=5a591379-f9a9-42f8-8e48-04f553cd6228","","","TODO","","","","","jin created on Jan 6, 2023 10:17 PM"
"Openvoxels DAO research update video","https://app.dework.xyz/m3/m3tv-assets?taskId=98130772-104c-4183-b967-11b27d3632ab","","","DONE","ALTERED EVIL","0x4d40b38FEb210Fc6340242E548758CF493B8f6BC","$350 in ETH","","jin created on Jan 6, 2023 10:09 PM, Task completed on Apr 17, 2023 2:04 PM"
"Nexus City / Virtual OMC Pitch","https://app.dework.xyz/m3/m3tv-assets?taskId=5f302377-0829-4e68-a136-87a9a36db19f","","","TODO","","","","","jin created on Jan 6, 2023 10:07 PM"
"Tractor Music Video","https://app.dework.xyz/m3/m3tv-assets?taskId=8fd11bed-b497-495d-8517-76bcda986daf","","","BACKLOG","ALTERED EVIL","0x4d40b38FEb210Fc6340242E548758CF493B8f6BC","","","jin created on Sep 19, 2022 2:15 PM"
