"Name","Link","Tags","Story Points","Status","Assignees","Wallet Address","Reward","Due Date","Activities"
"Add full spring bones support","https://app.dework.xyz/m3/avatar-interop?taskId=47cfa68c-8768-4ede-b235-80622378df50","github issue","","DONE","memelotsqui","0x4525AC41ae8Ee37892589b213EbF6B23bB99c661","500 USDC","","Github Integration created on Oct 2, 2023 1:06 PM, Task completed on Oct 7, 2023 2:52 PM"
"Batch export VRM files based on metadata","https://app.dework.xyz/m3/avatar-interop?taskId=b9259ede-4559-40f2-b476-665466795342","github issue","","TODO","memelotsqui,jin","0x4525AC41ae8Ee37892589b213EbF6B23bB99c661,0x4f074f7F08C8eFC5d3d7c056D0dCB443AC17934F","2500 USDT","","Github Integration created on Oct 2, 2023 2:31 AM"
"Tooltips / Hovertext / Verbose mode","https://app.dework.xyz/m3/avatar-interop?taskId=e6575e17-cc4f-4027-82cd-ce2e0a6b7600","github issue","","TODO","","","80 USDC","","Github Integration created on Oct 2, 2023 1:38 AM"
"add thumbnails for anata categories","https://app.dework.xyz/m3/avatar-interop?taskId=21057bae-f356-4f80-bcb5-0e377239bbf7","github issue","","DONE","memelotsqui,jin","0x4525AC41ae8Ee37892589b213EbF6B23bB99c661,0x4f074f7F08C8eFC5d3d7c056D0dCB443AC17934F","120 USDT","","Github Integration created on Oct 2, 2023 1:23 AM, Task completed on Oct 4, 2023 7:20 PM"
"Explore making a MetaFactory version","https://app.dework.xyz/m3/avatar-interop?taskId=3d32da0d-1d5f-48e0-95c8-e2abf2d421a0","github issue","","TODO","","","","","Github Integration created on Oct 2, 2023 1:11 AM"
"Grant: Character Studio","https://app.dework.xyz/m3/avatar-interop?taskId=f0f0e692-f1cf-488e-8d42-73f26cde51cd","","","TODO","","","","","jin created on Oct 2, 2023 1:06 AM"
"Mention character-assets repo somewhere","https://app.dework.xyz/m3/avatar-interop?taskId=b2b78188-7fd5-4338-8af9-39b3131b7b16","github issue","","DONE","","","","","Github Integration created on Oct 1, 2023 4:55 PM, Task completed on Oct 2, 2023 12:06 AM"
"Export manifest information per trait from Unity / Blender","https://app.dework.xyz/m3/avatar-interop?taskId=23c0762e-1bea-4ba7-9099-689901a9bbbb","github issue","","TODO","","","200 USDT","","Github Integration created on Oct 1, 2023 4:51 PM"
"Export VRM 1.0","https://app.dework.xyz/m3/avatar-interop?taskId=60f99fad-5296-4037-84a5-dc5a213f66ec","github issue","","DONE","","","","","Github Integration created on Oct 1, 2023 4:45 PM, Task completed on Oct 5, 2023 12:19 AM"
"Ability to change backgrounds","https://app.dework.xyz/m3/avatar-interop?taskId=6285d63b-c354-4208-9d24-e693a0b04751","github issue","","TODO","","","200 USDC","","Github Integration created on Oct 1, 2023 4:44 PM"
"Modify blender script to export files as VRM 1.0","https://app.dework.xyz/m3/avatar-interop?taskId=dbb03e7d-cbb7-4441-9b37-b6ead1d72742","github issue","","DONE","","","","","Github Integration created on Oct 1, 2023 4:20 PM, Task completed on Oct 4, 2023 7:37 PM"
"Incorrect Pathing for Assets in Public Directory","https://app.dework.xyz/m3/avatar-interop?taskId=1f95fb92-d8c0-4ead-90a4-c43baef0c1d9","github issue","","TODO","","","","","Github Integration created on Oct 1, 2023 4:07 PM"
"Increase camera max distance","https://app.dework.xyz/m3/avatar-interop?taskId=73e3b1a1-eb7d-4bc6-91c3-c97f2cb3399a","github issue","","TODO","","","","","Github Integration created on Oct 1, 2023 3:19 AM"
"Documentation for artists making wearables","https://app.dework.xyz/m3/avatar-interop?taskId=734a1f73-4e8b-4509-a0fa-36161ac4d552","documentation,github issue","","TODO","","","180 USDC","","jin created on Sep 29, 2023 6:33 PM"
"Improve README (cleanup)","https://app.dework.xyz/m3/avatar-interop?taskId=3c592069-6a22-42c4-9ac6-eac8f5618952","documentation,github issue","","TODO","jin","0x4f074f7F08C8eFC5d3d7c056D0dCB443AC17934F","40 USDC","","jin created on Sep 29, 2023 6:32 PM"
"Debug Anata VRM assets","https://app.dework.xyz/m3/avatar-interop?taskId=65acafcf-b774-4a80-9335-263173014839","github issue","","TODO","","","","","jin created on Sep 29, 2023 6:29 PM"
"Export VRMs of Anata assets","https://app.dework.xyz/m3/avatar-interop?taskId=2c985f92-b7ed-410d-b8a5-834923ee09b5","github issue","","DONE","","","","","jin created on Sep 29, 2023 6:24 PM, Task completed on Sep 29, 2023 7:57 PM"
"Export VRMs of Anata assets","https://app.dework.xyz/m3/avatar-interop?taskId=cb76cdd4-54a3-41ce-bd69-0be3c654900a","github issue","","DONE","memelotsqui","0x4525AC41ae8Ee37892589b213EbF6B23bB99c661","100 USDC","","Github Integration created on Sep 29, 2023 6:08 PM, Task completed on Oct 2, 2023 12:04 AM"
"Add WebXR Support for AR","https://app.dework.xyz/m3/avatar-interop?taskId=28815209-e9bd-44c7-969d-86994d407019","github issue","","TODO","memelotsqui","0x4525AC41ae8Ee37892589b213EbF6B23bB99c661","500 USDC","","jin created on Sep 29, 2023 6:03 PM"
"Support additive transparent textures","https://app.dework.xyz/m3/avatar-interop?taskId=2bbc20ea-242a-4454-b995-4a57e36ebe84","github issue","","TODO","","","","","jin created on Sep 29, 2023 6:03 PM"
"Add Load character UI","https://app.dework.xyz/m3/avatar-interop?taskId=402ff327-1528-4056-9e0c-658e7c8cb539","github issue","","TODO","","","","","jin created on Sep 29, 2023 6:03 PM"
"Create a unity addon to create manifests and models easier","https://app.dework.xyz/m3/avatar-interop?taskId=ae1cf7a1-8be8-4ee0-adce-1dfd406853d6","github issue","","TODO","","","","","jin created on Sep 29, 2023 6:02 PM"
"Reusable animations","https://app.dework.xyz/m3/avatar-interop?taskId=e80bfd6c-644f-4e2b-a28f-97d58f695de9","github issue","","TODO","","","","","jin created on Sep 29, 2023 6:01 PM"
"Blog post about Character Creator","https://app.dework.xyz/m3/avatar-interop?taskId=45d969f5-a03a-4cee-904b-83742b70d165","","","TODO","","","150 USDC","","jin created on Sep 29, 2023 5:40 PM"
"LoRA Upstreet Characters","https://app.dework.xyz/m3/avatar-interop?taskId=466beae8-e941-48e1-95ce-a747e8450100","","","TODO","","","100 USDC","","jin created on Sep 25, 2023 11:10 PM"
"add new sample files","https://app.dework.xyz/m3/avatar-interop?taskId=94a148c8-a127-47d5-bd86-68c9f0d4b713","github issue","","TODO","","","","","jin created on Aug 15, 2023 4:59 PM"
"VRM screenshotter for LoRA training","https://app.dework.xyz/m3/avatar-interop?taskId=4e54314a-37dc-4636-bc54-f6330d1e0380","","","DONE","HowieDuhzit","0x8C541d16D7EB7C61674c5e28cAdBFe5aa136A618","500 USDC","August 26, 2023 3:22 PM","jin created on Aug 14, 2023 7:14 PM, Task completed on Aug 22, 2023 7:43 PM"
"CL207 parade float","https://app.dework.xyz/m3/avatar-interop?taskId=c5187c0f-8563-4bac-b17c-dd18034f760b","","","DONE","7oroy.eth","0xe752A9EC1DCE643407DfE51be6c273b59aeB4D46","250 USDC","","jin created on Aug 6, 2023 2:49 AM, Task completed on Aug 18, 2023 10:19 PM"
"Tubbygotchi concept 3D models","https://app.dework.xyz/m3/avatar-interop?taskId=045dd143-3ad5-4080-9fa9-897ebfad325d","","","DONE","-ˋˏ kiiba ˎˊ-","0x0e3a41217d8C291081598c46d738AaAf5Be3907e","200 USDC","","jin created on Jul 5, 2023 3:15 PM, Task completed on Jul 5, 2023 9:21 PM"
"Tubby VRchat Pets","https://app.dework.xyz/m3/avatar-interop?taskId=90afda00-6ccc-432b-ad40-cae6fa331740","","","IN_PROGRESS","","","30 USDC / hour","","jin created on Apr 18, 2023 2:22 PM"
"Finish M3taloot MVP","https://app.dework.xyz/m3/m3taloot?taskId=9bdb0723-84a3-4a12-b930-e2f8eadb6e73","","","DONE","hedera","0x2663171214Bb00C012f0C1bA2e49CC09C7CaB0AC","2500 USDC","","jin created on Feb 18, 2023 4:40 PM, Task completed on Feb 20, 2023 2:13 PM"
"Boom-tools traits submissions","https://app.dework.xyz/m3/avatar-interop?taskId=95a207e1-4f14-471c-bec6-ec970f0cd1ec","","","BACKLOG","","","","","jin created on Jan 31, 2023 12:45 PM"
"Action Figure drops","https://app.dework.xyz/m3/avatar-interop?taskId=dfc63e46-4753-4fef-86d5-fac92127f0dd","github issue","","DONE","7oroy.eth","0xe752A9EC1DCE643407DfE51be6c273b59aeB4D46","","","jin created on Oct 20, 2022 7:29 PM, Task completed on Dec 14, 2022 12:49 PM"
"Optimize avatars, rig, mixamo anims","https://app.dework.xyz/m3/avatar-interop?taskId=feef8f23-9720-482b-aab6-f9a6e1ece22a","github issue","","TODO","","","","","jin created on Oct 20, 2022 4:45 PM"
"Avatar Interop Hyperfy digital backlot","https://app.dework.xyz/m3/avatar-interop?taskId=5a269491-a7ed-48f8-afed-3e5db81c81e6","github issue","","IN_PROGRESS","jin","0x4f074f7F08C8eFC5d3d7c056D0dCB443AC17934F","","","jin created on Oct 18, 2022 7:57 PM"
"Anata proposal video","https://app.dework.xyz/m3/avatar-interop?taskId=e80dc76d-e6bf-42e9-87a0-47e377be0bae","github issue","","DONE","jin","0x4f074f7F08C8eFC5d3d7c056D0dCB443AC17934F","","","jin created on Oct 9, 2022 8:41 PM, Task completed on Nov 15, 2022 7:09 PM"
"Prefab of avatars in repo","https://app.dework.xyz/m3/avatar-interop?taskId=6c36aa45-262a-42ef-b19e-75dfa297c648","github issue","","TODO","","","","","jin created on Sep 25, 2022 3:04 PM"
"Hyperloot pins","https://app.dework.xyz/m3/avatar-interop?taskId=8c323dae-6e1d-43df-93e8-4736ef65d780","","","COMMUNITY_SUGGESTIONS","","","","","jin created on Sep 20, 2022 7:47 PM"
"README: How to get started guide","https://app.dework.xyz/m3/avatar-interop?taskId=97f148ac-b067-4da8-b349-8e30e6fd8651","github issue","","TODO","","","","","jin created on Sep 20, 2022 7:45 PM"
"cross-over m3taloot hero shot","https://app.dework.xyz/m3/avatar-interop?taskId=9d36954f-972b-4459-a34d-98a0ea146c61","github issue","","TODO","","","","","jin created on Sep 20, 2022 7:45 PM"
"Docs: create a glb npc with multiple animations","https://app.dework.xyz/m3/avatar-interop?taskId=654bda47-8459-4cca-9783-72d0c489d566","github issue","","DONE","","","","","jin created on Sep 20, 2022 7:45 PM, Task completed on Oct 7, 2023 2:52 PM"
"To-do: NPCs dev log","https://app.dework.xyz/m3/avatar-interop?taskId=3850f79b-2a6e-4971-ab8f-6a0fbadb4563","github issue","","TODO","","","","","jin created on Sep 20, 2022 7:45 PM"
"Exploring the Polygon avatar / wearables ecosystem","https://app.dework.xyz/m3/avatar-interop?taskId=9960a2ff-12f0-4416-a13f-db17fb6f4890","github issue","","TODO","","","","","jin created on Sep 20, 2022 7:45 PM"
"Wearable patches / pins for M3","https://app.dework.xyz/m3/avatar-interop?taskId=f362af04-cc13-4d7b-b224-67b50b578b8c","github issue","","IN_PROGRESS","jin","0x4f074f7F08C8eFC5d3d7c056D0dCB443AC17934F","","","jin created on Sep 20, 2022 7:45 PM"
"Playcanvas template project","https://app.dework.xyz/m3/avatar-interop?taskId=be6e1366-33d9-4532-9f3e-65a0e9741ff6","","","TODO","","","","","jin created on Sep 20, 2022 7:41 PM"
"0N1 Force w/ M3taloot","https://app.dework.xyz/m3/m3taloot?taskId=47052f72-c41b-4dc7-b5ae-226fa03c86b6","","","TODO","","","","","jin created on Sep 6, 2022 9:13 PM"
"Add more m3taloot to characters","https://app.dework.xyz/m3/m3taloot?taskId=d85cdf80-94eb-4ed6-8ca1-137abf550611","","","DONE","7oroy.eth","0xe752A9EC1DCE643407DfE51be6c273b59aeB4D46","50 ROBOT","September 2, 2022 10:12 PM","jin created on Aug 30, 2022 8:06 PM, Task completed on Jul 8, 2023 12:18 PM"
"Dework skills pins / badges","https://app.dework.xyz/m3/avatar-interop?taskId=dd9fbc0a-f059-4bbb-989b-f275ab10b998","","","DONE","Arashi2","0x7C2529De2bE136EC50D70bC6c677dFb0c377A83a","24 ROBOT","","jin created on Aug 22, 2022 1:20 PM, Task completed on Sep 2, 2022 1:15 PM"
"Tip for creating suggestion","https://app.dework.xyz/m3/avatar-interop?taskId=c0169a9e-7630-4cac-ba4e-dce50a6ab702","","","DONE","jin","0x4f074f7F08C8eFC5d3d7c056D0dCB443AC17934F","1 ROBOT","","jin created on Aug 17, 2022 8:25 PM, Task completed on Aug 17, 2022 8:25 PM"
"Create a really sick video teaser about the group","https://app.dework.xyz/m3/avatar-interop?taskId=9c956ec0-92f9-40c1-81b8-bd37ecbcd774","","","TODO","","","","","jin created on Aug 17, 2022 8:24 PM"
"Document animation interop examples","https://app.dework.xyz/m3/avatar-interop?taskId=b014a834-c643-4c28-9174-8b5f58d8b862","github issue","","DONE","jin","0x4f074f7F08C8eFC5d3d7c056D0dCB443AC17934F","","","jin created on Aug 17, 2022 8:08 PM, Task completed on Oct 3, 2023 3:55 PM"
"M3taloot chests","https://app.dework.xyz/m3/avatar-interop?taskId=17576206-0474-43fa-9176-3139f74e46f8","","","IN_REVIEW","","","","September 17, 2022 12:09 PM","jin created on Jul 9, 2022 12:15 PM"
"Documentation for avatar randomizer","https://app.dework.xyz/m3/avatar-interop?taskId=9d83e18f-c6ea-43b2-b258-5d67f8b702a6","","","BACKLOG","","","","","jin created on Jul 6, 2022 12:25 AM"
"File format exporting","https://app.dework.xyz/m3/avatar-interop?taskId=c48ba383-55fc-40a1-8062-306c99962101","","","BACKLOG","","","","","jin created on Jul 6, 2022 12:23 AM"
"v1 Scope","https://app.dework.xyz/m3/avatar-interop?taskId=3bcf6d81-bd9d-4ccd-aa99-fb9c55fa2862","","","TODO","","","","","jin created on Jul 6, 2022 12:20 AM"
"DNA specific traits","https://app.dework.xyz/m3/avatar-interop?taskId=d1bec027-ac67-4f2f-a0cb-9e0490ca8409","","","BACKLOG","","","","","jin created on Jul 6, 2022 12:19 AM"
"Randomized bone scaling","https://app.dework.xyz/m3/avatar-interop?taskId=b11426c1-964c-4d57-b7ab-c81fac2623a2","","","BACKLOG","","","","","jin created on Jul 6, 2022 12:14 AM"
"Documentation of current M3taloot","https://app.dework.xyz/m3/m3taloot?taskId=72a9a03d-d274-4a1f-a4f8-5e74ee7d8fb7","","","TODO","","","","","jin created on Jul 4, 2022 12:39 AM"
"Improve hackmd book","https://app.dework.xyz/m3/avatar-interop?taskId=d390a674-33b5-4bde-b9cc-e0ee65e39470","","","DONE","jin","0x4f074f7F08C8eFC5d3d7c056D0dCB443AC17934F","","","jin created on Jul 2, 2022 10:16 PM, Task completed on Aug 22, 2023 7:45 PM"
"Avatar builder backgrounds","https://app.dework.xyz/m3/avatar-interop?taskId=ebecb3a4-de24-471a-a29e-2980ecd8cdc0","","","TODO","","","","","jin created on Jun 29, 2022 8:17 PM"
"Avatar builder pets","https://app.dework.xyz/m3/avatar-interop?taskId=a1247b08-a21e-4d7f-8206-b5fbcf271c53","","","BACKLOG","","","","","jin created on Jun 29, 2022 8:16 PM"
"Avatar randomizer wearables","https://app.dework.xyz/m3/avatar-interop?taskId=75119611-df44-4460-8ea1-165a0980946b","","","IN_PROGRESS","jin","0x4f074f7F08C8eFC5d3d7c056D0dCB443AC17934F","","","jin created on Jun 29, 2022 8:15 PM"
"Aligning with Webaverse on this","https://app.dework.xyz/m3/avatar-interop?taskId=a00f425f-8a76-4a6d-9701-daebfefa754a","github issue","","DONE","","","","","jin created on Jun 26, 2022 9:54 PM, Task completed on Sep 29, 2023 7:57 PM"
"Add initial sample files","https://app.dework.xyz/m3/avatar-interop?taskId=4218945e-a095-4164-94d0-e22b2582b2f9","github issue","","DONE","jin","0x4f074f7F08C8eFC5d3d7c056D0dCB443AC17934F","1 ROBOT","","jin created on Jun 26, 2022 9:54 PM, Task completed on Nov 15, 2022 7:09 PM"
"Creating flowcharts","https://app.dework.xyz/m3/avatar-interop?taskId=0714a791-fc2b-47a0-af71-e0d11f9bac75","github issue","","TODO","","","","","jin created on Jun 26, 2022 9:54 PM"
"add a contributor guide","https://app.dework.xyz/m3/avatar-interop?taskId=82fca9e3-5b3c-4bd1-9116-9a131730b9df","github issue","","TODO","","","","","jin created on Jun 26, 2022 9:54 PM"
"3/22/22 Weekly meeting 5 Agenda","https://app.dework.xyz/m3/avatar-interop?taskId=b953068a-5ee4-47f5-afa3-4582d98e9145","github issue","","DONE","","","","","jin created on Jun 26, 2022 9:54 PM"
"cross-over m3taloot hero shot","https://app.dework.xyz/m3/m3taloot?taskId=1fec2a29-5e34-4109-814c-ccd43a536163","github issue","","DONE","","","","","jin created on Jun 26, 2022 9:54 PM, Task completed on Oct 2, 2023 12:06 AM"
"cross-over m3taloot hero shot 2","https://app.dework.xyz/m3/m3taloot?taskId=1fec2a29-5e34-4109-814c-ccd43a536163","github issue","","DONE","","","","","jin created on Jun 26, 2022 9:54 PM, Task completed on Oct 2, 2023 12:06 AM"
"cross-over m3taloot hero shot 3","https://app.dework.xyz/m3/m3taloot?taskId=1fec2a29-5e34-4109-814c-ccd43a536163","github issue","","DONE","","","","","jin created on Jun 26, 2022 9:54 PM, Task completed on Oct 2, 2023 12:06 AM"
"cross-over m3taloot hero shot 4","https://app.dework.xyz/m3/m3taloot?taskId=1fec2a29-5e34-4109-814c-ccd43a536163","github issue","","DONE","","","","","jin created on Jun 26, 2022 9:54 PM, Task completed on Oct 2, 2023 12:06 AM"
